directors,numberall,runtimeminutes,averagerating,numvotes
nm1724657,1,75.0,6.20,5
nm1724912,4,98.0,5.30,4181
nm1724959,1,60.0,8.10,14
nm1724964,1,92.0,8.50,13
nm1725155,1,70.0,6.20,3951
nm1725261,1,91.0,3.90,165
nm1725469,1,97.0,7.40,458
nm1725696,1,80.0,8.70,25
nm1725760,1,84.0,5.50,34
nm1725836,1,,7.90,15
nm1725995,1,96.0,8.30,17
nm1726219,1,90.0,5.10,77
nm1726235,2,111.0,5.30,568
nm1726262,5,91.0,5.86,2810
nm1726273,1,82.0,6.50,17
nm1726278,1,,8.80,6
nm1726362,1,,7.80,18
nm1726385,2,85.0,6.70,200
nm1726456,5,65.4,3.70,1300
nm1726457,1,100.0,6.10,16884
nm1726528,2,55.5,7.20,59
nm1726531,2,88.0,3.65,2559
nm1726671,1,80.0,8.90,14
nm1726673,1,50.0,5.30,65
nm1726686,1,112.0,4.20,376
nm1726688,2,88.0,7.10,1666
nm1726691,3,90.7,5.73,46624
nm1726693,1,,5.10,34
nm1726844,1,90.0,3.10,1043
nm1726852,1,91.0,3.90,259
nm1726912,2,88.0,3.65,2559
nm1726972,2,113.0,5.65,415
nm1727100,2,110.5,6.70,8560
nm1727315,2,70.0,6.65,21
nm1727316,1,54.0,6.20,6
nm1727348,1,113.0,5.20,275
nm1727357,1,97.0,6.70,9
nm1727367,1,93.0,5.40,9374
nm1727396,4,98.0,4.23,191
nm1727549,1,50.0,6.00,20
nm1727762,1,90.0,6.20,455
nm1727914,1,90.0,3.50,437
nm1727943,1,90.0,8.70,7
nm1727984,1,81.0,8.90,11
nm1728080,1,82.0,8.30,19
nm1728099,1,93.0,5.40,9374
nm1728206,3,90.7,5.37,150
nm1728678,1,76.0,6.70,7
nm1728958,1,120.0,7.30,6
nm1729047,1,104.0,4.70,7
nm1729048,4,100.3,6.88,20636
nm1729051,4,88.5,6.95,643
nm1729056,2,68.0,5.40,19
nm1729057,1,105.0,7.10,201
nm1729063,3,109.7,6.20,23952
nm1729066,1,123.0,6.70,11
nm1729068,1,107.0,6.80,1084
nm1729072,1,107.0,6.80,1084
nm1729075,2,95.0,5.50,10
nm1729077,1,88.0,5.90,9
nm1729082,1,110.0,4.70,39
nm1729086,1,113.0,8.80,36
nm1729092,2,50.0,7.65,18
nm1729093,8,111.6,5.33,278
nm1729094,4,98.0,4.25,1385
nm1729095,4,99.0,6.85,7033
nm1729100,4,115.5,3.73,991
nm1729102,1,94.0,6.60,927
nm1729103,1,94.0,7.10,23
nm1729104,4,103.3,5.80,29612
nm1729107,1,125.0,7.40,5
nm1729108,1,94.0,5.20,1135
nm1729109,4,82.8,4.58,528
nm1729111,1,63.0,6.50,31
nm1729116,5,91.4,5.70,757
nm1729119,4,96.0,5.63,470
nm1729121,13,112.3,5.67,4804
nm1729122,3,96.3,6.17,3499
nm1729126,1,96.0,6.00,797
nm1729127,1,,3.40,7
nm1729128,2,129.0,6.10,181
nm1729135,2,99.0,4.05,324
nm1729136,7,89.3,5.53,1654
nm1729138,1,88.0,7.30,59
nm1729141,1,84.0,7.00,8
nm1729144,3,111.3,6.60,3622
nm1729156,1,80.0,8.00,13
nm1729161,1,,6.50,15
nm1729162,3,101.0,6.73,119
nm1729163,1,110.0,6.10,669
nm1729167,1,87.0,7.40,9
nm1729168,1,100.0,6.60,43
nm1729169,1,84.0,7.90,8
nm1729171,2,98.5,6.15,300556
nm1729175,3,98.7,6.50,279
nm1729176,1,80.0,7.80,8
nm1729182,1,106.0,6.20,6
nm1729183,6,97.6,5.40,508
nm1729185,1,95.0,6.10,28
nm1729191,3,90.7,6.57,1790
nm1729193,8,98.9,6.44,774
nm1729203,1,92.0,5.80,12
nm1729207,1,52.0,8.70,14
nm1729216,1,92.0,5.20,247
nm1729217,1,114.0,4.80,830
nm1729218,1,90.0,5.00,528
nm1729222,4,105.0,6.83,301
nm1729225,1,90.0,5.30,419
nm1729232,1,93.0,5.70,128
nm1729237,2,84.0,6.70,3407
nm1729247,7,100.6,4.49,91
nm1729248,1,95.0,5.50,147
nm1729249,1,97.0,5.20,38
nm1729250,1,80.0,5.90,125
nm1729251,1,48.0,7.20,6
nm1729303,3,86.3,6.10,109866
nm1729386,1,96.0,4.90,325
nm1729446,1,98.0,6.50,176
nm1729447,13,96.0,6.07,44452
nm1729478,1,90.0,8.10,7
nm1729481,1,72.0,3.90,19
nm1729506,1,74.0,7.90,37
nm1729579,6,98.3,3.73,6030
nm1729607,2,98.0,6.70,283
nm1729637,1,103.0,6.80,311
nm1729741,1,104.0,8.40,22
nm1729760,1,95.0,6.70,15
nm1729772,2,93.0,6.95,70
nm1729796,1,95.0,3.50,43
nm1729978,2,95.0,5.30,6802
nm1730000,1,89.0,4.40,16
nm1730059,1,70.0,7.40,5
nm1730065,2,75.5,5.35,104
nm1730066,1,70.0,7.30,12
nm1730090,1,97.0,5.80,26114
nm1730235,2,88.5,5.05,51
nm1730255,1,95.0,7.40,9
nm1730404,3,101.7,5.03,8235
nm1730615,1,75.0,5.70,32
nm1730629,4,80.5,6.55,3428
nm1730671,1,80.0,5.60,469
nm1730708,1,140.0,4.70,64
nm1730718,1,89.0,9.20,6
nm1730780,1,70.0,7.00,16
nm1730846,1,92.0,4.50,20
nm1730895,5,78.4,6.84,7386
nm1731021,1,110.0,6.20,6
nm1731068,1,86.0,3.90,34
nm1731154,1,124.0,7.30,30996
nm1731162,1,,7.60,5
nm1731219,1,83.0,5.60,383
nm1731254,1,57.0,8.20,57
nm1731300,3,78.0,7.23,166
nm1731370,2,88.0,5.25,84
nm1731448,4,63.0,7.20,203
nm1731470,1,84.0,7.10,126
nm1731479,2,93.5,6.90,4023
nm1731626,1,90.0,4.40,83
nm1731701,1,83.0,5.40,873
nm1731733,1,72.0,5.40,31
nm1731852,1,80.0,4.20,13
nm1731919,1,90.0,7.20,25
nm1731937,6,120.3,6.65,76430
nm1732017,1,95.0,5.30,1548
nm1732120,2,100.0,6.15,35
nm1732138,1,93.0,4.80,10
nm1732274,4,107.0,5.55,255
nm1732299,6,178.6,1.55,560
nm1732403,2,72.0,4.40,192
nm1732415,1,80.0,3.50,533
nm1732468,1,64.0,6.20,6
nm1732720,1,103.0,5.70,1222
nm1732790,1,,5.50,11
nm1732797,2,90.5,4.70,29
nm1732806,3,116.3,6.77,3076
nm1732808,2,78.5,4.85,34
nm1732848,4,90.5,6.15,983
nm1732859,1,85.0,5.30,48
nm1732860,2,82.0,7.45,96
nm1732883,1,85.0,5.40,976
nm1732946,4,103.3,5.80,29612
nm1732951,1,56.0,8.40,22
nm1732954,14,100.8,5.13,584
nm1732955,1,80.0,6.40,151
nm1732962,1,95.0,7.80,12
nm1732964,1,101.0,4.60,5
nm1732965,3,95.0,5.80,612
nm1732967,2,109.0,6.40,147
nm1732975,1,90.0,6.40,5067
nm1732981,3,110.7,7.77,1044719
nm1732990,1,79.0,4.30,302
nm1732992,1,84.0,8.50,25
nm1733002,1,,6.40,118
nm1733007,1,90.0,4.90,7
nm1733008,1,50.0,5.30,65
nm1733012,2,88.0,6.15,53
nm1733015,1,90.0,5.20,823
nm1733016,5,108.0,6.50,203
nm1733017,3,82.7,6.43,5677
nm1733018,1,67.0,6.50,82
nm1733025,1,82.0,8.90,16
nm1733026,1,105.0,4.50,224
nm1733034,2,120.0,7.50,21
nm1733053,2,89.5,6.80,2594
nm1733057,1,,7.40,8
nm1733304,1,,5.70,416
nm1733624,1,91.0,3.70,1361
nm1733643,1,91.0,4.30,7
nm1733778,1,99.0,6.50,79817
nm1733844,1,70.0,7.40,90
nm1733848,1,,8.10,8
nm1734184,1,88.0,4.90,474
nm1734282,1,90.0,6.90,14
nm1734676,5,79.8,7.04,85
nm1734779,1,124.0,8.10,37
nm1734912,1,94.0,7.40,32
nm1735334,3,80.0,5.03,72
nm1735340,1,95.0,7.40,9
nm1735359,1,98.0,7.10,9
nm1735513,4,80.0,7.78,227
nm1735543,5,88.4,5.76,56163
nm1735575,1,60.0,5.10,8
nm1735581,1,94.0,5.90,19
nm1735659,1,,3.90,51
nm1735687,1,61.0,4.80,5
nm1735848,1,100.0,4.20,143
nm1735905,1,91.0,6.80,529
nm1736231,1,75.0,6.90,148
nm1736326,2,98.0,7.20,218
nm1736460,1,72.0,6.40,5
nm1736501,1,73.0,7.60,5
nm1736524,1,18.0,8.00,36
nm1736575,4,90.7,6.18,12544
nm1736793,3,98.0,4.93,1086
nm1736906,1,57.0,8.00,91
nm1737171,1,80.0,7.40,50
nm1737241,2,93.5,6.00,1851
nm1737258,1,90.0,5.80,18
nm1737383,1,96.0,8.10,11612
nm1737516,1,75.0,7.20,19
nm1737686,1,,8.50,23
nm1737719,2,87.0,6.10,42
nm1738082,7,92.0,5.96,5438
nm1738243,1,87.0,6.60,1072
nm1738245,4,82.8,5.75,136
nm1738293,1,97.0,6.90,10
nm1738309,1,,7.70,13
nm1738420,5,91.7,6.68,118
nm1738698,6,86.7,7.00,8719
nm1738702,2,88.0,6.00,429
nm1738704,1,95.0,5.40,531
nm1738706,2,103.0,4.85,28
nm1738712,3,81.0,5.87,160
nm1738714,1,105.0,1.30,513
nm1738794,7,81.0,6.20,1765
nm1738806,1,108.0,6.10,14
nm1738811,1,75.0,6.20,22
nm1738867,1,90.0,6.20,529
nm1738966,7,111.4,5.97,51583
nm1738970,1,,5.60,10
nm1738971,1,107.0,6.90,3193
nm1738978,2,90.5,6.10,711
nm1739039,1,102.0,5.10,1819
nm1739245,1,86.0,5.70,7
nm1739280,1,100.0,6.70,139
nm1739317,2,151.0,5.50,10232
nm1739338,1,84.0,6.80,16114
nm1739402,2,140.5,4.80,1449
nm1739403,1,,7.40,8
nm1739413,1,108.0,9.10,18
nm1739457,3,98.7,5.63,4003
nm1739463,1,91.0,6.30,1012
nm1739486,3,131.3,6.27,1143
nm1739840,1,85.0,6.30,299
nm1739885,1,88.0,5.80,67
nm1740044,1,84.0,4.20,176
nm1740242,2,98.0,4.55,286
nm1740278,4,89.5,4.33,186
nm1740286,1,83.0,7.70,1559
nm1740287,2,94.0,7.00,273
nm1740299,1,95.0,5.10,121
nm1740498,1,90.0,7.00,5
nm1740500,1,87.0,6.00,269
nm1740505,1,95.0,7.20,734
nm1740618,2,94.5,6.35,703
nm1740684,2,70.0,3.55,202
nm1740888,1,90.0,6.20,10629
nm1740890,7,92.2,6.16,1127
nm1740933,1,106.0,6.20,31
nm1741065,1,87.0,8.50,16
nm1741083,1,45.0,7.40,27
nm1741096,2,85.0,4.00,7583
nm1741099,1,85.0,7.20,17
nm1741105,2,105.0,6.25,4126
nm1741471,1,89.0,6.20,10
nm1741498,1,,6.40,8
nm1741500,1,102.0,4.50,283
nm1741509,1,52.0,7.40,7
nm1741600,1,143.0,4.10,47
nm1741682,2,50.0,7.50,35
nm1741699,1,100.0,6.80,6
nm1741731,3,97.3,6.63,16905
nm1741741,5,69.6,6.04,434
nm1742018,1,90.0,6.20,32
nm1742261,1,55.0,8.10,11
nm1742311,5,71.7,7.06,69
nm1742313,3,79.0,7.10,1035
nm1742350,1,62.0,7.60,14
nm1742414,1,89.0,6.60,11
nm1742427,3,121.7,6.93,167072
nm1742459,1,62.0,7.60,14
nm1742616,1,51.0,8.30,77
nm1742733,1,95.0,4.00,5
nm1742910,1,93.0,5.40,562
nm1743029,1,96.0,4.90,134
nm1743201,1,155.0,9.10,7
nm1743280,1,99.0,7.80,2641
nm1743282,3,94.0,6.37,92
nm1743284,2,86.0,8.10,273
nm1743287,1,,8.50,22
nm1743297,1,90.0,4.30,1728
nm1743304,1,80.0,6.20,610
nm1743306,2,88.5,7.05,250
nm1743317,1,100.0,8.40,5
nm1743325,1,70.0,5.60,192
nm1743330,1,120.0,7.10,65
nm1743332,1,,8.50,22
nm1743336,1,93.0,4.90,489
nm1743337,1,91.0,7.10,15
nm1743355,2,86.0,5.30,280
nm1743356,1,90.0,5.80,16
nm1743363,1,95.0,5.20,6
nm1743370,3,118.0,5.63,378
nm1743373,1,88.0,6.70,181
nm1743387,1,94.0,4.30,98709
nm1743389,1,127.0,5.40,926
nm1743407,1,90.0,6.30,129
nm1743408,1,95.0,4.60,260
nm1743418,2,75.0,5.50,13
nm1743423,1,,7.40,10
nm1743492,1,70.0,5.70,6
nm1743568,1,75.0,6.30,44
nm1743586,1,90.0,4.40,5
nm1743628,1,,7.50,15
nm1743645,1,85.0,6.00,11
nm1743649,1,95.0,6.70,306
nm1743963,1,,7.30,33
nm1743969,1,96.0,7.00,44
nm1743991,4,91.3,6.68,313
nm1744237,1,90.0,2.70,190
nm1744293,1,83.0,6.10,94
nm1744333,4,79.3,7.15,2749
nm1744345,1,85.0,5.60,5
nm1744370,3,212.7,5.20,40
nm1744500,2,67.0,7.10,44
nm1744656,1,93.0,8.80,18
nm1744657,1,,7.90,7
nm1744801,1,85.0,7.50,53
nm1744821,1,92.0,6.80,63
nm1744956,1,70.0,8.00,9
nm1744979,1,104.0,5.40,341
nm1745115,1,88.0,5.20,37
nm1745142,2,86.0,7.50,57
nm1745215,1,102.0,6.80,124
nm1745298,14,92.1,7.96,351
nm1745362,2,70.0,8.65,65
nm1745389,1,87.0,5.80,7241
nm1745426,11,92.8,4.95,1231
nm1745427,3,95.3,5.57,11382
nm1745567,1,77.0,5.60,39
nm1745721,1,60.0,5.20,32
nm1745805,1,83.0,5.10,31
nm1745831,1,100.0,5.60,66
nm1745907,1,114.0,6.80,20
nm1745923,7,67.2,7.63,464
nm1745936,1,95.0,7.00,76
nm1746006,7,75.9,7.87,703
nm1746009,2,85.0,3.55,282
nm1746012,2,,7.85,109
nm1746016,1,50.0,8.40,9
nm1746017,3,79.0,8.33,92
nm1746022,1,107.0,4.30,59
nm1746029,1,84.0,7.20,52
nm1746046,1,99.0,5.50,139
nm1746049,1,76.0,3.60,5
nm1746052,1,,8.00,6
nm1746165,3,86.3,4.70,1164
nm1746170,1,73.0,5.50,17
nm1746428,1,,8.00,5
nm1746537,1,111.0,6.90,47
nm1746572,1,87.0,6.30,1221
nm1746737,1,77.0,8.40,11
nm1746859,2,80.5,5.90,1684
nm1746943,1,54.0,8.10,27
nm1746947,1,80.0,4.80,15
nm1746948,2,92.0,5.45,17287
nm1746953,1,70.0,7.00,10
nm1747005,1,79.0,5.70,25
nm1747121,4,89.0,4.73,1023
nm1747303,1,52.0,7.00,8
nm1747332,1,,2.30,66
nm1747363,1,83.0,6.90,61
nm1747379,1,118.0,6.50,13
nm1747386,1,,6.80,12
nm1747436,1,100.0,4.80,311
nm1747652,1,80.0,6.40,327
nm1747765,1,52.0,7.60,20
nm1747786,1,62.0,3.80,358
nm1747851,1,61.0,9.10,7
nm1747924,1,,7.40,49
nm1747993,2,87.0,6.80,62
nm1748084,1,58.0,3.30,19
nm1748122,1,93.0,2.20,129
nm1748266,1,50.0,3.60,5
nm1748523,1,94.0,6.60,501
nm1748780,1,95.0,4.80,481
nm1748899,1,60.0,7.30,150
nm1748907,3,101.0,4.70,951
nm1748921,1,104.0,6.40,54
nm1748922,3,92.0,8.13,254
nm1748924,2,64.0,6.00,49
nm1748925,1,94.0,4.80,68
nm1748934,1,91.0,7.00,7
nm1748938,2,86.5,5.85,802
nm1748939,1,,7.60,23
nm1748940,1,92.0,5.00,62
nm1748947,2,76.0,2.20,36
nm1748949,1,84.0,5.30,35
nm1748951,4,82.7,7.55,481
nm1748956,2,53.5,5.50,1045
nm1748964,1,80.0,6.20,5
nm1748971,1,83.0,5.90,15
nm1748972,1,108.0,7.00,7
nm1748973,2,70.0,7.35,26
nm1748984,1,70.0,2.10,22
nm1748993,3,97.3,6.87,64
nm1748994,1,80.0,5.10,36
nm1748996,3,86.3,5.67,525
nm1749001,1,90.0,7.20,2140
nm1749002,2,105.5,6.95,9279
nm1749008,2,69.5,6.90,68
nm1749013,1,108.0,8.80,10
nm1749015,1,65.0,7.60,83
nm1749016,1,60.0,7.30,150
nm1749019,1,91.0,5.70,116
nm1749021,5,88.0,6.08,3295
nm1749062,1,129.0,3.90,651
nm1749112,5,98.4,6.34,96837
nm1749134,1,84.0,8.10,189
nm1749185,1,69.0,6.70,6
nm1749214,1,88.0,6.20,20
nm1749227,1,75.0,4.80,6
nm1749338,1,149.0,6.40,13
nm1749342,2,86.0,6.55,19
nm1749348,1,90.0,3.20,243
nm1749390,1,87.0,7.90,37
nm1749449,6,121.7,6.23,43957
nm1749533,1,90.0,5.00,11
nm1749539,1,95.0,7.80,52
nm1749554,1,77.0,6.30,265
nm1749571,1,124.0,9.00,7
nm1749624,1,99.0,6.20,171
nm1749779,1,100.0,7.00,192
nm1749855,1,101.0,3.70,23
nm1749939,1,81.0,4.70,57
nm1750074,1,101.0,3.20,53
nm1750237,3,88.0,5.17,1095
nm1750316,1,98.0,6.80,967
nm1750324,1,95.0,6.90,2267
nm1750425,2,88.5,6.25,773
nm1750616,1,85.0,7.50,27
nm1750640,1,92.0,7.80,12
nm1750751,1,93.0,6.30,17
nm1750759,1,,7.40,7
nm1750764,2,95.0,6.30,41
nm1750787,3,100.0,4.63,82
nm1751113,1,95.0,2.50,1670
nm1751327,1,95.0,7.70,57
nm1751619,1,92.0,7.00,27
nm1751624,2,106.5,6.40,235
nm1751644,1,89.0,7.90,7
nm1751647,1,78.0,8.10,13
nm1751659,1,91.0,6.60,13
nm1751664,1,81.0,6.20,666
nm1751681,1,86.0,4.40,19
nm1751724,1,88.0,6.50,285
nm1751754,1,82.0,8.50,13
nm1751755,1,78.0,8.10,13
nm1751762,4,78.5,6.80,472
nm1751767,1,114.0,4.80,830
nm1751772,3,86.0,6.03,281
nm1751780,2,120.0,4.60,11
nm1751788,9,77.4,4.21,393
nm1751792,1,90.0,8.80,5
nm1751796,2,165.0,5.55,107
nm1751797,1,97.0,6.20,262
nm1751800,1,93.0,4.90,9
nm1751824,1,105.0,4.50,57
nm1751887,1,79.0,4.70,165
nm1751920,1,48.0,7.30,6
nm1751966,1,94.0,5.90,80
nm1752025,1,98.0,7.70,107
nm1752036,1,82.0,6.10,74
nm1752132,1,104.0,2.90,142
nm1752352,1,80.0,7.80,12
nm1752478,1,60.0,8.40,173
nm1752512,1,87.0,8.50,16
nm1752583,1,,6.40,8
nm1752612,1,,4.20,39
nm1752645,1,91.0,3.40,74
nm1752997,2,79.0,7.25,1080
nm1753003,1,85.0,6.40,604
nm1753007,1,90.0,7.10,1310
nm1753038,1,81.0,5.30,408
nm1753067,1,97.0,3.80,77
nm1753190,2,81.5,6.75,333
nm1753260,1,81.0,7.90,17
nm1753491,1,79.0,8.50,11
nm1753496,2,89.0,5.25,70
nm1753600,1,85.0,6.30,20
nm1753956,2,103.5,6.95,113
nm1754432,10,138.3,6.77,14973
nm1754436,2,109.5,6.05,17106
nm1754438,1,83.0,8.50,15
nm1754444,1,72.0,6.10,13
nm1754449,1,60.0,4.80,13
nm1754453,1,95.0,6.60,15
nm1754457,3,104.3,6.97,613
nm1754459,1,,5.50,34
nm1754460,1,126.0,7.70,3979
nm1754461,1,,3.90,15
nm1754469,2,45.0,5.85,29
nm1754475,1,104.0,6.30,55
nm1754478,4,89.3,4.68,6956
nm1754482,2,110.0,7.45,21
nm1754484,6,105.8,6.47,15030
nm1754487,1,93.0,6.70,68
nm1754490,1,105.0,2.80,5
nm1754493,1,98.0,4.80,257
nm1754494,2,107.5,4.35,71
nm1754495,4,100.7,3.95,1340
nm1754496,22,105.6,3.58,1640
nm1754549,3,74.7,6.70,489
nm1754593,1,,8.90,15
nm1754597,1,95.0,7.20,93
nm1754605,2,118.0,5.95,7227
nm1754608,1,90.0,5.30,71
nm1754704,1,95.0,7.60,14790
nm1754756,1,56.0,7.70,66
nm1754834,1,85.0,6.40,604
nm1754943,1,100.0,7.00,621
nm1755054,1,99.0,8.40,11
nm1755061,1,,6.40,91
nm1755171,11,103.0,6.50,1372
nm1755226,1,,7.20,24
nm1755289,1,56.0,7.10,9
nm1755396,3,74.3,6.13,451
nm1755493,3,80.0,5.43,490
nm1755525,1,92.0,7.00,84
nm1755882,1,92.0,7.50,13
nm1755945,3,81.0,5.87,43
nm1755955,1,113.0,3.90,33
nm1755962,3,88.0,3.83,1664
nm1755967,1,91.0,4.30,164
nm1756052,1,80.0,3.00,47
nm1756136,1,55.0,5.80,36
nm1756186,2,98.0,3.60,100
nm1756265,2,96.5,3.90,343
nm1756519,2,66.5,7.25,259
nm1756569,1,82.0,6.00,24
nm1756571,1,92.0,8.10,76
nm1756573,1,51.0,6.30,15
nm1756574,1,69.0,6.00,6
nm1756576,2,88.5,6.95,356
nm1756579,2,94.5,4.80,354
nm1756584,2,83.0,7.25,127
nm1756590,2,102.5,5.30,12101
nm1756596,1,51.0,6.30,15
nm1756673,1,96.0,4.80,162
nm1756752,1,89.0,8.10,14
nm1756855,1,68.0,7.10,280
nm1757064,2,98.0,7.30,98
nm1757083,1,87.0,7.00,7
nm1757096,2,94.0,5.50,856
nm1757253,1,52.0,6.80,12
nm1757316,2,101.0,7.10,34
nm1757382,1,,7.40,15
nm1757480,3,93.3,7.00,129
nm1757667,1,87.0,6.30,17501
nm1757671,8,86.5,3.45,4791
nm1757674,1,47.0,8.00,5
nm1757677,3,,4.03,52
nm1757681,2,96.0,5.80,660
nm1757706,1,92.0,8.20,5
nm1757756,2,95.5,6.25,307
nm1757765,3,90.0,5.53,3513
nm1757777,2,101.5,5.90,101659
nm1757855,1,,8.10,61
nm1758240,1,,8.60,5
nm1758253,1,105.0,6.80,36
nm1758255,1,79.0,6.50,29
nm1758272,2,95.0,4.60,393
nm1758274,1,100.0,8.40,19
nm1758280,4,96.5,5.73,3717
nm1758537,1,121.0,8.70,39
nm1758558,1,96.0,3.90,40
nm1758572,1,,3.60,33
nm1758757,1,,5.30,6
nm1758771,1,87.0,5.20,9
nm1758953,1,94.0,3.30,135
nm1758990,1,84.0,5.40,250
nm1759031,3,96.3,4.40,5178
nm1759159,5,71.4,6.30,442
nm1759408,1,80.0,6.90,411
nm1759548,1,106.0,3.60,12
nm1759557,1,95.0,5.30,514
nm1759757,1,104.0,5.30,219
nm1759824,7,97.7,4.74,11874
nm1759863,1,84.0,5.40,25
nm1760167,1,58.0,7.80,37
nm1760245,1,92.0,5.10,163
nm1760384,2,96.5,6.80,89
nm1760712,1,65.0,8.00,6
nm1760725,1,,8.10,11
nm1760727,1,155.0,6.90,9
nm1760731,1,46.0,8.40,16
nm1760737,1,58.0,7.00,22
nm1760742,2,80.0,7.75,34
nm1760744,4,107.8,5.78,3261
nm1760756,1,76.0,5.70,85
nm1760759,6,88.3,5.05,35124
nm1760765,1,75.0,8.60,7
nm1760768,1,73.0,6.80,28
nm1760774,1,60.0,6.60,21
nm1760779,1,137.0,6.20,37
nm1760780,1,88.0,4.30,95
nm1760783,1,,3.60,14
nm1760795,9,53.6,6.69,263
nm1760796,2,,4.85,18
nm1760798,1,70.0,6.50,102
nm1760799,1,100.0,5.70,6
nm1760800,16,115.0,5.98,937
nm1760802,1,97.0,2.20,666
nm1760805,1,89.0,6.90,264
nm1760807,1,105.0,6.80,36
nm1760809,1,,8.70,12
nm1760810,1,105.0,6.30,1042
nm1760812,2,109.5,6.95,65
nm1760830,2,99.0,5.70,124294
nm1760831,1,,7.20,82
nm1760834,1,55.0,9.00,23
nm1760840,1,108.0,5.30,86
nm1760842,1,105.0,6.70,52
nm1760846,1,75.0,8.00,16
nm1760848,1,,6.20,33
nm1760853,2,105.5,5.55,15670
nm1760857,4,82.3,8.33,107
nm1760859,1,46.0,3.30,14
nm1760861,1,,6.10,8
nm1760864,1,83.0,7.20,5
nm1760867,1,97.0,6.10,4300
nm1760871,5,109.0,7.24,6160
nm1760874,1,58.0,6.10,81
nm1760877,1,105.0,7.40,17
nm1760881,2,77.5,7.05,67
nm1760883,3,94.3,6.67,400
nm1760888,2,91.0,8.50,20
nm1760890,3,85.7,4.83,61
nm1760895,3,96.3,6.03,88
nm1760900,2,90.0,6.90,44
nm1760911,2,104.0,3.15,74150
nm1760913,1,62.0,7.20,11
nm1760951,1,60.0,7.00,5
nm1761010,2,90.0,4.40,949
nm1761143,1,60.0,4.90,14
nm1761151,3,94.7,5.60,1565
nm1761181,1,109.0,5.90,89
nm1761192,2,85.5,7.40,1803
nm1761251,1,,8.00,50
nm1761269,1,89.0,6.80,56
nm1761288,4,69.5,7.05,95
nm1761317,1,89.0,7.40,29
nm1761358,2,76.5,7.15,500
nm1761373,1,84.0,8.10,189
nm1761434,2,83.0,6.60,72
nm1761474,1,103.0,4.10,314
nm1761501,2,72.0,6.75,354
nm1761524,2,95.0,6.10,1501
nm1761538,1,78.0,6.70,22
nm1761595,1,111.0,5.60,1304
nm1761677,12,91.8,5.12,7923
nm1761719,3,78.0,7.83,26
nm1761722,3,93.3,5.60,1523
nm1761730,1,76.0,6.80,6
nm1761739,1,95.0,8.80,14
nm1761806,1,105.0,6.50,33
nm1761964,2,,6.75,33
nm1761965,1,137.0,6.60,4524
nm1762011,2,130.0,5.75,112
nm1762016,1,89.0,5.50,6
nm1762022,1,91.0,6.50,38
nm1762144,1,82.0,4.90,42
nm1762164,1,73.0,5.60,5
nm1762203,1,86.0,7.20,365
nm1762270,3,88.0,7.30,37
nm1762307,1,76.0,5.70,85
nm1762349,1,105.0,5.80,2209
nm1762618,1,,7.20,5
nm1762795,6,140.6,6.05,10910
nm1762802,1,105.0,7.60,66
nm1762858,2,91.5,5.55,14
nm1762961,1,100.0,6.50,111312
nm1762984,3,95.0,7.93,34
nm1763158,1,92.0,6.20,6
nm1763273,1,,2.60,15
nm1763315,1,88.0,3.60,193
nm1763441,2,81.5,6.65,13
nm1763467,1,81.0,4.10,130
nm1763490,1,90.0,6.00,480
nm1763757,1,92.0,3.20,9
nm1763768,2,87.5,4.25,213
nm1763780,1,119.0,7.60,16
nm1763824,1,91.0,6.70,6117
nm1763853,1,63.0,7.60,10
nm1763869,1,96.0,3.30,112
nm1763906,1,90.0,7.50,10
nm1764292,1,82.0,3.80,213
nm1764382,1,80.0,7.00,22
nm1764388,2,103.0,7.50,30
nm1764413,1,287.0,8.70,33
nm1764414,1,96.0,5.50,12
nm1764418,1,90.0,8.00,9
nm1764419,1,91.0,5.20,324
nm1764494,1,89.0,5.10,18
nm1764554,1,,6.80,6
nm1764563,1,,7.00,6
nm1764565,1,100.0,6.10,18
nm1764568,2,87.5,6.05,2437
nm1764573,1,,5.40,10
nm1764579,1,94.0,6.60,54
nm1764581,5,107.5,7.52,280
nm1764585,1,75.0,7.50,6
nm1764586,1,106.0,5.90,15334
nm1764592,2,84.5,5.40,53
nm1764595,2,60.0,7.15,17
nm1764598,1,108.0,4.70,113
nm1764602,1,96.0,5.20,271
nm1764604,1,90.0,5.80,36
nm1764605,1,80.0,6.50,35
nm1764606,5,80.2,5.44,306
nm1764612,1,101.0,7.20,17
nm1764617,1,70.0,6.80,79
nm1764619,2,73.0,6.45,28
nm1764623,1,,7.00,31
nm1764625,1,58.0,7.80,5
nm1764628,1,89.0,5.30,13
nm1764630,2,100.0,5.80,285
nm1764631,1,81.0,9.40,7
nm1764639,1,61.0,6.10,7
nm1764642,1,91.0,6.70,6
nm1764650,1,56.0,7.50,19
nm1764672,1,105.0,8.40,8
nm1764678,1,85.0,6.60,97
nm1764689,2,83.0,8.20,55
nm1764709,1,97.0,6.70,42
nm1764728,2,87.5,6.50,5623
nm1764746,1,81.0,8.30,21
nm1764778,1,82.0,7.30,43
nm1764788,1,76.0,5.40,76
nm1764800,2,85.0,6.10,3663
nm1764816,2,101.5,6.95,23215
nm1764919,1,73.0,8.10,18
nm1764920,2,76.5,7.10,1482
nm1764924,3,95.0,6.57,19
nm1765294,1,80.0,8.00,5
nm1765296,1,,6.50,6
nm1765334,2,99.0,6.10,56
nm1765354,1,90.0,6.80,3718
