directors,numberall,runtimeminutes,averagerating,numvotes
nm1765457,1,106.0,6.90,194
nm1765543,1,52.0,6.80,5
nm1765583,1,94.0,3.40,101
nm1765656,3,91.0,5.50,396
nm1765667,1,101.0,4.70,178
nm1765797,1,96.0,8.10,19
nm1765884,1,106.0,6.70,483
nm1765912,1,87.0,7.40,705
nm1766055,1,91.0,5.50,280
nm1766134,2,86.5,5.10,73
nm1766361,1,121.0,5.50,115
nm1766418,1,80.0,7.00,5
nm1766421,1,89.0,6.80,19
nm1766424,6,93.0,4.80,9289
nm1766444,1,89.0,5.60,21
nm1766739,3,80.3,7.47,65
nm1766821,1,94.0,5.20,12
nm1766836,1,135.0,6.40,103
nm1766911,1,61.0,7.60,8
nm1767139,4,85.8,4.80,21281
nm1767178,3,85.7,3.60,168
nm1767184,1,106.0,6.40,73
nm1767218,4,97.0,6.95,188675
nm1767297,2,64.5,5.75,39
nm1767417,3,95.7,5.60,864
nm1767576,1,95.0,3.20,813
nm1767857,4,78.5,5.43,348
nm1768153,1,93.0,3.70,232
nm1768158,4,95.0,4.28,296
nm1768162,1,124.0,8.10,54
nm1768164,1,84.0,7.40,11
nm1768165,2,72.0,6.60,39
nm1768167,1,81.0,7.10,25
nm1768170,1,50.0,7.80,53
nm1768171,1,55.0,5.80,5
nm1768175,3,88.3,7.33,41
nm1768177,2,92.5,6.00,929
nm1768179,1,,6.40,5
nm1768180,4,96.3,4.88,1039
nm1768182,5,100.0,6.10,504
nm1768186,3,89.0,6.93,1404
nm1768187,3,124.0,6.27,336
nm1768188,3,148.0,5.47,536
nm1768193,1,70.0,7.10,18
nm1768195,1,69.0,7.10,14
nm1768200,1,89.0,5.10,42
nm1768202,2,91.0,5.55,357
nm1768206,1,75.0,5.30,37
nm1768211,2,58.5,5.45,34
nm1768213,1,104.0,2.90,183
nm1768217,1,96.0,6.20,2061
nm1768240,1,72.0,4.40,9
nm1768247,2,110.5,7.50,101
nm1768250,2,88.5,7.25,53
nm1768257,2,54.0,6.15,23
nm1768263,2,82.5,6.55,1321
nm1768304,1,102.0,4.30,13606
nm1768327,1,117.0,3.40,14
nm1768382,2,83.0,7.65,43
nm1768385,1,70.0,6.60,28
nm1768397,1,52.0,7.70,10
nm1768412,5,82.6,7.40,25709
nm1768416,1,92.0,6.60,61
nm1768419,1,76.0,4.00,5
nm1768420,1,59.0,5.50,6
nm1768474,1,74.0,7.30,6
nm1768487,6,66.6,7.28,217
nm1768526,1,76.0,5.90,10
nm1768533,2,89.5,6.90,306
nm1768543,2,70.5,6.80,1146
nm1768689,3,69.0,7.30,56
nm1768692,1,49.0,8.10,8
nm1768697,1,,7.40,18
nm1768758,1,85.0,7.30,23
nm1768798,1,137.0,4.20,35
nm1768829,3,59.0,6.80,81
nm1768837,2,105.0,5.90,565
nm1768943,2,88.0,6.85,197
nm1768965,1,83.0,8.80,5
nm1768971,1,86.0,7.60,40
nm1769037,1,69.0,5.90,24
nm1769322,3,163.0,6.07,1817
nm1769418,1,63.0,7.10,12
nm1769528,2,109.0,6.25,493
nm1769980,1,94.0,5.30,1175
nm1770002,1,103.0,5.80,12
nm1770158,2,72.0,6.60,39
nm1770198,1,112.0,6.70,66
nm1770243,1,94.0,5.00,698
nm1770255,1,83.0,7.60,12
nm1770266,1,94.0,3.00,333
nm1770353,2,108.5,5.15,274
nm1770543,1,86.0,7.50,18
nm1770625,1,,6.60,5
nm1770669,2,110.5,8.25,59
nm1770671,6,78.3,7.68,71
nm1770672,1,93.0,7.50,21836
nm1770735,2,72.0,6.60,39
nm1770748,1,46.0,5.00,23
nm1770750,4,94.8,7.53,53
nm1770760,2,98.5,5.05,2006
nm1770761,1,88.0,6.30,75
nm1770772,1,87.0,4.90,8
nm1770779,1,100.0,7.30,30
nm1770868,1,,6.00,14
nm1771094,1,73.0,7.20,6
nm1771179,1,77.0,7.80,8
nm1771279,1,92.0,7.00,510
nm1771377,1,,9.20,11
nm1771382,2,135.0,8.80,12
nm1771437,1,85.0,7.10,832
nm1771508,1,50.0,6.80,16
nm1771558,1,,4.80,6
nm1771592,1,86.0,7.40,14
nm1771714,1,135.0,6.70,563
nm1771887,3,72.3,7.33,439
nm1771955,1,92.0,2.50,14
nm1771957,1,81.0,5.20,99
nm1772096,1,114.0,9.70,7
nm1772243,3,57.7,4.23,125
nm1772371,1,125.0,4.50,383
nm1772599,1,89.0,5.90,34
nm1772728,3,91.7,6.03,822
nm1772770,5,86.7,4.32,444
nm1772843,1,76.0,5.70,6
nm1772992,4,60.0,5.03,28
nm1773075,1,76.0,7.00,8
nm1773090,1,87.0,4.90,22
nm1773480,8,76.5,5.86,80
nm1773563,5,82.4,6.06,6213
nm1773564,3,115.0,6.73,109
nm1773566,1,100.0,5.50,339
nm1773568,1,63.0,7.40,38
nm1773569,3,115.0,7.33,10968
nm1773571,2,72.0,7.80,80
nm1773579,2,88.5,6.30,718
nm1773583,1,90.0,6.60,70
nm1773587,4,150.3,6.70,2082
nm1773588,1,54.0,4.70,10
nm1773597,3,99.3,5.60,4087
nm1773599,1,73.0,3.00,8
nm1773603,1,63.0,7.40,38
nm1773607,2,68.0,2.85,55
nm1773609,1,106.0,7.00,474
nm1773612,1,81.0,5.20,99
nm1773618,3,80.0,7.17,209
nm1773719,1,58.0,3.60,7
nm1773753,1,90.0,5.00,6
nm1773757,1,105.0,7.30,1489
nm1773796,1,,2.30,595
nm1773841,1,70.0,7.80,45
nm1774040,4,78.0,4.68,106
nm1774041,1,81.0,5.80,162
nm1774055,1,,3.50,101
nm1774069,5,94.5,4.76,385
nm1774345,1,105.0,4.20,1188
nm1774379,2,89.5,7.05,245
nm1774407,1,88.0,2.40,45
nm1774444,2,87.5,7.05,347
nm1774448,1,101.0,4.00,26
nm1775177,1,115.0,6.00,1407
nm1775404,3,92.3,6.00,63
nm1775562,1,105.0,5.70,525
nm1775680,1,90.0,3.30,438
nm1776030,2,83.5,5.50,518
nm1776035,1,86.0,6.30,73
nm1776036,3,146.7,7.37,48
nm1776038,1,,4.70,233
nm1776040,1,110.0,5.50,67
nm1776055,2,85.0,7.15,27
nm1776058,1,106.0,7.10,11
nm1776064,5,95.2,7.08,1274
nm1776242,4,119.5,7.38,5580
nm1776484,1,136.0,8.40,32
nm1776606,3,119.7,6.97,29
nm1776860,2,94.5,6.75,5865
nm1776878,3,84.7,5.27,590
nm1776890,1,80.0,7.10,54
nm1776970,3,57.0,7.17,56
nm1777487,2,107.0,7.00,78
nm1777491,14,106.0,6.06,875
nm1777588,2,84.5,4.25,518
nm1777600,1,,9.20,6
nm1777608,2,79.0,3.90,351
nm1777904,1,83.0,7.00,5
nm1777967,16,140.6,6.13,22974
nm1777995,1,80.0,4.90,54
nm1778060,7,85.0,5.73,407
nm1778074,2,97.0,6.30,31
nm1778107,1,113.0,7.10,16
nm1778124,3,109.7,7.30,44054
nm1778177,1,88.0,4.80,10
nm1778443,2,97.0,7.00,13
nm1778465,2,118.5,5.90,460
nm1778502,1,90.0,8.40,11
nm1778801,1,89.0,5.70,33
nm1778877,4,83.8,6.28,546
nm1778918,1,86.0,6.30,265
nm1778939,3,68.5,7.03,31
nm1778958,1,68.0,6.80,23
nm1779070,2,97.0,7.00,13
nm1779256,1,90.0,6.60,8
nm1779355,1,85.0,6.80,73
nm1779399,1,,7.80,18
nm1779779,1,80.0,5.10,29
nm1779802,2,86.5,5.00,184
nm1779804,1,102.0,6.50,909
nm1779807,1,76.0,6.70,9
nm1779811,2,90.0,6.90,14
nm1779818,1,99.0,6.90,13
nm1779819,2,86.5,7.75,20
nm1779820,3,80.3,4.33,39
nm1779823,1,115.0,5.70,66
nm1779824,1,76.0,5.40,11
nm1779828,1,,5.90,8
nm1779829,1,99.0,6.90,13
nm1779834,1,84.0,7.00,6
nm1779841,1,,7.30,10
nm1779842,2,88.0,8.20,65
nm1779848,1,140.0,7.40,45
nm1779850,1,102.0,5.20,21
nm1779851,2,60.5,7.15,61
nm1779865,1,115.0,5.70,66
nm1779867,1,45.0,8.00,5
nm1779870,1,84.0,7.40,172
nm1779873,1,115.0,5.70,66
nm1779879,1,60.0,2.60,84
nm1779880,1,82.0,5.30,15
nm1779900,1,144.0,5.20,142
nm1779902,1,,5.60,8
nm1779916,3,104.0,6.97,200
nm1779917,1,115.0,5.70,66
nm1779919,1,96.0,5.30,148
nm1779938,1,88.0,4.50,1781
nm1780008,1,82.0,5.50,21
nm1780014,1,97.0,7.70,185
nm1780037,4,100.5,7.28,91708
nm1780050,1,91.0,6.50,212
nm1780141,2,88.5,5.90,77
nm1780179,2,80.5,6.00,40
nm1780221,1,97.0,5.60,39
nm1780235,2,60.5,8.00,75
nm1780246,3,87.0,7.17,42
nm1780249,1,90.0,6.60,46
nm1780272,1,,6.10,8
nm1780293,1,90.0,7.80,48
nm1780325,1,76.0,8.70,64
nm1780329,1,99.0,8.10,40
nm1780336,1,65.0,8.10,12
nm1780498,11,74.2,6.33,371
nm1780501,3,78.3,6.57,14810
nm1780684,1,80.0,6.10,313
nm1780689,2,86.0,7.30,41
nm1780704,2,82.5,6.00,21
nm1780725,1,85.0,6.60,11
nm1780730,1,,6.30,37
nm1780894,1,90.0,8.30,19
nm1781063,1,98.0,4.30,784
nm1781213,1,,7.60,15
nm1781563,1,83.0,2.40,415
nm1782153,1,94.0,5.00,61
nm1782396,1,85.0,6.30,19
nm1782495,1,,7.40,5
nm1782510,2,93.0,5.40,372
nm1782593,1,89.0,3.40,526
nm1782679,4,94.5,4.23,1953
nm1782844,6,95.8,7.07,13887
nm1782913,1,86.0,7.60,5
nm1782949,2,85.0,5.80,906
nm1783265,2,118.0,7.10,1032578
nm1783451,1,,4.10,10
nm1783655,1,62.0,8.40,75
nm1783656,1,87.0,7.10,95
nm1783664,1,80.0,5.80,28
nm1783713,1,104.0,6.50,41000
nm1783716,3,86.5,6.97,2033
nm1783717,3,86.5,7.93,54
nm1783719,1,85.0,7.20,46
nm1783720,1,60.0,8.50,6
nm1783939,1,82.0,4.60,783
nm1784007,1,77.0,6.50,6
nm1784201,3,89.7,7.03,75
nm1784231,1,90.0,4.80,50
nm1784309,1,75.0,6.30,18
nm1784327,7,88.4,4.19,886
nm1784459,1,81.0,8.10,8
nm1784503,1,82.0,6.00,16
nm1784692,1,101.0,4.70,446
nm1784711,1,75.0,6.10,154
nm1784767,1,96.0,7.00,12
nm1784831,2,77.0,6.15,110
nm1784853,1,67.0,7.50,11
nm1784926,1,54.0,8.70,32
nm1785320,6,75.2,5.53,828
nm1785530,1,57.0,7.30,56
nm1785537,1,143.0,6.80,20
nm1785607,3,104.7,5.97,204
nm1785608,2,85.0,5.85,228
nm1785612,1,80.0,6.50,16
nm1785613,2,53.0,6.85,3628
nm1785614,1,,7.80,5
nm1785617,2,91.5,3.50,150
nm1785626,2,85.0,7.60,18
nm1785630,1,71.0,5.10,196
nm1785631,1,125.0,7.30,23
nm1785632,1,71.0,5.80,12
nm1785638,5,99.6,6.72,1185
nm1785640,1,86.0,7.80,11
nm1785649,1,86.0,6.90,32
nm1785650,1,91.0,7.20,24
nm1785653,1,60.0,8.50,6
nm1785654,1,104.0,6.80,12
nm1785658,2,89.0,5.85,250
nm1785660,7,111.0,6.60,3608
nm1785663,1,93.0,1.90,135
nm1785665,3,92.5,4.97,151
nm1785667,2,112.0,5.90,253
nm1785668,4,109.5,5.43,200
nm1785676,1,107.0,5.70,44
nm1785687,1,66.0,6.50,13
nm1785691,3,87.3,6.40,10712
nm1785692,1,74.0,4.60,40
nm1785694,3,70.3,6.93,765
nm1785700,1,57.0,8.50,24
nm1785712,2,85.5,3.10,739
nm1785754,1,98.0,6.20,159
nm1785769,1,132.0,4.00,8
nm1785771,1,93.0,5.20,651
nm1785836,1,81.0,5.90,38
nm1785853,1,,5.00,5
nm1785965,1,57.0,7.30,19
nm1785985,1,101.0,6.50,10
nm1785988,1,92.0,5.60,1515
nm1786111,2,93.0,4.40,61
nm1786164,9,81.8,6.09,12023
nm1786171,1,83.0,8.80,34
nm1786342,1,87.0,5.30,10
nm1786373,1,124.0,6.70,57
nm1787076,1,83.0,2.00,404
nm1787181,1,75.0,7.80,187
nm1787480,1,90.0,7.00,8
nm1787651,5,91.5,6.56,11495
nm1787707,1,96.0,4.10,203
nm1787798,1,78.0,6.10,32
nm1787877,1,,3.90,7
nm1787884,3,95.3,7.67,10301
nm1787887,2,110.0,6.05,301
nm1787997,1,84.0,8.20,12
nm1788012,1,80.0,6.80,21
nm1788026,3,92.0,4.50,224
nm1788036,1,66.0,7.70,33
nm1788060,1,105.0,6.30,120
nm1788061,2,55.0,6.55,82
nm1788063,1,48.0,8.00,9
nm1788064,2,84.0,3.95,104
nm1788067,2,103.0,6.15,36
nm1788069,1,,8.00,16
nm1788073,1,50.0,6.50,49
nm1788075,1,104.0,7.00,41
nm1788079,2,92.5,7.15,3417
nm1788083,2,97.5,7.25,109
nm1788086,2,71.5,6.80,177
nm1788090,1,90.0,5.60,12
nm1788269,3,90.7,6.63,79
nm1788301,1,98.0,5.10,1199
nm1788310,2,92.0,6.05,34781
nm1788449,1,88.0,7.70,14
nm1788574,1,120.0,5.40,7
nm1788674,1,88.0,6.20,100
nm1788726,1,69.0,7.20,8
nm1788941,2,90.0,6.20,87
nm1788969,1,97.0,6.80,76
nm1789162,1,89.0,7.50,4668
nm1789236,1,78.0,5.70,13
nm1789315,2,85.0,5.55,2445
nm1789411,1,142.0,7.10,35
nm1789413,1,60.0,7.30,7
nm1789415,2,74.5,6.85,59
nm1789418,2,85.0,6.70,88
nm1789421,1,75.0,6.30,12
nm1789429,1,100.0,5.50,6
nm1789431,1,100.0,8.30,27
nm1789432,1,86.0,7.60,5
nm1789443,6,90.7,7.90,106
nm1789447,1,115.0,5.70,66
nm1789456,1,96.0,4.20,11
nm1789457,2,93.0,6.10,1355
nm1789459,1,95.0,5.90,7
nm1789460,1,105.0,5.80,51
nm1789464,1,102.0,5.90,11
nm1789465,2,120.5,6.10,188
nm1789466,6,88.8,2.43,2239
nm1789468,2,90.0,5.45,36
nm1789475,2,88.0,8.20,65
nm1789482,1,100.0,4.90,25
nm1789487,7,73.6,7.29,2537
nm1789489,1,84.0,5.30,9
nm1789490,2,103.0,7.75,184
nm1789494,1,90.0,5.50,748
nm1789501,4,86.5,7.55,4555
nm1789509,1,81.0,6.70,722
nm1789515,1,84.0,6.40,7
nm1789549,1,81.0,3.10,107
nm1789605,1,80.0,6.40,12
nm1789613,2,72.5,7.60,168
nm1789635,3,80.3,5.03,8439
nm1789737,1,85.0,5.90,263
nm1789812,2,95.0,7.10,233
nm1789897,3,101.0,6.47,2144
nm1789992,1,88.0,7.20,79
nm1789994,1,90.0,7.70,19
nm1790004,1,98.0,6.90,98
nm1790039,1,57.0,8.20,5
nm1790560,1,95.0,4.70,2463
nm1791061,4,110.8,3.15,857
nm1791088,2,72.5,7.30,751
nm1791131,1,,7.20,6
nm1791141,2,72.0,4.30,126
nm1791142,1,118.0,8.30,9
nm1791147,1,101.0,6.90,23
nm1791149,1,64.0,7.90,7
nm1791169,1,91.0,5.70,513
nm1791813,1,95.0,7.70,33
nm1791902,2,83.0,4.65,13272
nm1792196,1,90.0,4.10,13
nm1792381,1,82.0,7.60,222
nm1792396,1,98.0,8.30,256
nm1792493,2,100.0,5.15,2528
nm1792652,4,96.0,4.48,4487
nm1792707,3,280.5,5.80,530
nm1792709,1,78.0,8.70,36
nm1792936,2,79.5,5.80,144
nm1792977,1,142.0,6.70,225
nm1792985,1,86.0,7.40,201
nm1793079,3,98.0,6.57,412427
nm1793088,1,110.0,7.50,360
nm1793096,1,45.0,7.60,18
nm1793104,1,45.0,7.60,18
nm1793125,5,109.0,7.52,459
nm1793180,1,,3.80,48
nm1793305,1,112.0,6.10,9
nm1793317,1,84.0,6.40,71
nm1793407,2,88.5,8.05,108
nm1793456,1,,6.90,34
nm1793586,3,82.0,5.57,12054
nm1793956,1,101.0,6.10,5535
nm1794018,2,87.0,6.75,917
nm1794039,1,67.0,8.80,11
nm1794090,1,78.0,8.80,12
nm1794131,1,75.0,8.40,12
nm1794148,3,88.3,6.50,1796
nm1794323,1,102.0,7.50,6
nm1794335,1,149.0,4.80,6
nm1794338,1,98.0,3.60,118
nm1794344,6,82.7,4.13,1497
nm1794573,1,81.0,5.30,157
nm1794589,1,104.0,5.90,11
nm1794621,1,110.0,4.80,12
nm1794650,1,,7.90,12
nm1794876,4,99.0,6.38,63
nm1794908,2,92.5,5.45,49
nm1795132,3,78.0,6.60,22
nm1795314,1,90.0,7.90,11
nm1795365,1,49.0,6.70,6
nm1795403,1,70.0,9.10,28
nm1795465,1,82.0,6.40,8
nm1795664,3,87.3,6.33,21936
nm1795697,4,100.0,6.18,314
nm1795704,1,93.0,6.80,66
nm1795810,1,94.0,6.90,181
nm1795825,1,90.0,6.00,6
nm1795890,3,69.3,6.07,1111
nm1795909,1,80.0,5.80,337
nm1796075,1,80.0,6.10,59
nm1796141,1,83.0,7.30,70
nm1796478,1,87.0,6.20,5
nm1796610,1,46.0,7.80,19
nm1796990,2,90.0,5.70,104
nm1797014,2,75.0,6.95,61
nm1797161,4,100.0,4.90,981
nm1797219,1,98.0,8.00,24
nm1797573,1,,5.80,9
nm1797606,2,63.0,8.00,20
nm1797636,2,88.0,7.65,232
nm1797856,1,101.0,8.20,33
nm1798333,1,83.0,5.80,6629
nm1798768,1,81.0,7.40,9
nm1798798,1,93.0,4.80,24
nm1798848,2,95.0,6.15,134
nm1799232,1,85.0,6.20,1187
nm1799233,4,90.5,6.95,1695
nm1799742,1,,7.70,11
nm1799974,1,94.0,6.90,15
nm1800347,1,78.0,7.20,92
nm1800382,1,88.0,7.10,244
nm1801477,1,90.0,4.90,1052
nm1801656,1,90.0,6.30,18
nm1802009,2,100.5,6.35,7361
nm1802013,1,,5.20,10
nm1802019,2,84.5,6.75,54
nm1802022,1,87.0,3.90,38
nm1802024,1,71.0,6.80,47
nm1802025,2,89.5,3.85,334
nm1802026,2,78.0,3.60,38
nm1802031,1,80.0,8.30,20
nm1802034,1,52.0,7.20,28
nm1802039,3,92.3,5.80,183
nm1802040,6,88.2,4.08,4065
nm1802042,1,,8.60,14
nm1802049,2,88.0,7.15,35
nm1802051,1,83.0,4.90,57
nm1802052,2,143.0,4.50,312
nm1802054,1,83.0,6.70,52
nm1802056,1,58.0,7.20,28
nm1802058,1,92.0,7.40,61
nm1802062,1,90.0,6.10,23
nm1802070,1,,6.90,126
nm1802074,1,59.0,6.00,161
nm1802079,1,86.0,5.00,228
nm1802087,1,91.0,5.80,61
nm1802093,1,113.0,6.20,11561
nm1802102,1,85.0,9.20,30
nm1802111,1,89.0,8.40,34
nm1802115,1,92.0,5.60,16
nm1802118,1,90.0,6.20,630
nm1802121,1,63.0,6.70,7
nm1802128,1,85.0,5.90,27
nm1802130,6,79.7,3.70,1019
nm1802133,1,85.0,4.20,253
nm1802139,1,45.0,8.10,11
nm1802140,2,57.5,4.30,38
nm1802141,1,82.0,6.10,82
nm1802142,1,70.0,8.40,15
nm1802150,2,71.5,7.00,22
nm1802151,6,85.0,6.60,926
nm1802154,1,72.0,7.30,19
nm1802158,2,87.5,4.60,29
nm1802159,1,89.0,6.80,43
nm1802161,4,87.0,6.55,829
nm1802164,1,113.0,4.40,45
nm1802166,1,,6.80,12
nm1802173,2,82.0,5.85,108
nm1802175,1,95.0,7.20,42
nm1802177,1,67.0,3.80,9
nm1802182,1,87.0,6.50,39
nm1802183,1,91.0,6.40,76
nm1802186,1,81.0,5.70,25
nm1802192,1,92.0,7.60,81
nm1802195,1,68.0,6.00,5
nm1802196,3,115.0,6.33,4032
nm1802201,1,108.0,6.10,63
nm1802204,1,58.0,7.20,28
nm1802211,1,,5.00,12
nm1802212,2,50.0,6.65,57
nm1802215,1,90.0,5.90,148
nm1802216,1,118.0,8.20,67
nm1802222,1,56.0,7.30,260
nm1802223,1,88.0,6.00,125
nm1802229,3,90.3,6.80,131
nm1802232,2,99.5,7.55,411
nm1802233,2,91.0,5.85,5184
nm1802241,1,82.0,6.90,18
nm1802244,1,79.0,5.00,906
nm1802245,1,90.0,4.30,142
nm1802246,1,64.0,3.00,30
nm1802251,1,110.0,6.60,18192
nm1802258,1,60.0,8.70,6
nm1802259,1,93.0,2.60,112
nm1802260,1,102.0,6.10,140
nm1802263,5,104.0,5.86,6839
nm1802264,1,90.0,7.10,21
nm1802267,4,79.5,4.93,2795
nm1802268,2,82.0,4.75,69
nm1802273,1,65.0,7.70,12
nm1802274,4,90.0,5.65,4213
nm1802286,1,100.0,6.80,8
nm1802289,2,85.0,5.40,178
nm1802290,1,83.0,7.50,15
nm1802293,1,80.0,9.00,13
nm1802294,8,134.5,6.78,78438
nm1802295,2,80.0,6.90,17
nm1802296,1,,6.80,5
nm1802297,1,96.0,7.60,32
nm1802298,1,100.0,6.00,17
nm1802306,1,123.0,5.60,22
nm1802312,1,78.0,7.50,11
nm1802317,3,75.0,5.53,181
nm1802321,1,,6.20,10
nm1802324,1,104.0,7.80,25
nm1802325,1,92.0,6.40,20
nm1802326,1,70.0,7.10,7
nm1802349,1,115.0,8.30,31
nm1802357,1,67.0,8.10,35
nm1802364,1,100.0,3.90,16
nm1802374,3,100.0,7.13,4323
nm1802377,1,108.0,6.50,112
nm1802378,1,92.0,4.20,385
nm1802380,1,52.0,7.90,11
nm1802381,1,82.0,7.00,1821
nm1802382,2,98.0,7.35,385
nm1802383,1,,7.50,26
nm1802388,1,102.0,5.90,1957
nm1802395,8,107.8,6.46,6589
nm1802397,1,89.0,7.00,38
nm1802404,1,70.0,8.40,20
nm1802405,1,50.0,8.20,25
nm1802410,2,93.0,7.90,433
nm1802415,2,89.0,5.35,112
nm1802425,1,90.0,2.00,6325
nm1802427,1,84.0,7.00,265
nm1802472,1,68.0,7.60,511
nm1802525,2,59.5,8.30,14
nm1802547,2,80.5,6.95,103
nm1802554,1,85.0,6.00,1391
nm1802557,2,78.5,4.70,17
nm1802591,2,92.5,7.05,306
nm1802674,1,87.0,5.60,8
nm1802688,9,96.6,6.62,1893
nm1802756,2,101.0,5.45,694
nm1802774,1,105.0,3.90,152
nm1802785,4,146.3,5.98,2911
nm1802793,4,92.7,6.03,733
nm1802829,1,78.0,4.80,6
nm1802906,1,107.0,6.50,57
nm1802986,2,72.0,5.20,29
nm1803035,1,103.0,6.00,36
nm1803116,1,86.0,2.40,783
nm1803131,1,103.0,7.40,30
nm1803137,1,100.0,6.50,5274
nm1803148,1,80.0,6.10,59
nm1803167,1,52.0,7.90,17
nm1803178,1,92.0,7.70,22
nm1803260,1,82.0,4.20,286
nm1803279,2,93.5,6.55,146
nm1803349,1,84.0,7.40,19
nm1803476,4,77.3,6.63,115
nm1803480,1,78.0,5.80,132
nm1803557,3,84.0,5.97,1985
nm1803649,1,147.0,4.60,5066
nm1803657,1,,6.30,29
nm1803668,1,114.0,6.20,31
nm1803711,6,102.8,6.63,3720
nm1803743,2,66.0,7.90,47
nm1803753,1,86.0,6.90,8
nm1803768,1,78.0,4.40,7
nm1803774,1,59.0,7.20,12
nm1803784,1,76.0,5.00,14
nm1803787,1,45.0,6.20,33
nm1803793,1,,4.80,18
nm1803797,2,95.5,3.05,46
nm1803813,1,76.0,8.20,5
nm1803818,1,108.0,5.80,5
nm1803829,2,100.0,4.10,408
nm1803835,3,83.7,6.00,831
nm1803870,2,64.5,5.10,24
nm1803882,1,73.0,7.90,43
nm1803886,1,80.0,8.30,128
nm1804446,1,60.0,8.00,6
nm1804450,1,84.0,6.10,125
nm1804456,1,60.0,8.30,6
nm1804461,4,124.3,7.03,738
nm1804510,1,77.0,5.60,5
nm1804518,5,102.4,6.52,55543
nm1804534,5,105.2,7.68,682
nm1804547,2,90.0,3.95,365
nm1804575,1,73.0,4.50,171
nm1804592,1,,4.70,6
nm1804604,2,91.5,7.45,26
nm1804614,5,154.4,5.26,144098
nm1804622,2,67.0,8.25,38
nm1805039,1,125.0,6.40,12
nm1805194,3,105.5,4.43,1045
nm1805197,1,79.0,7.10,21
nm1805204,4,104.5,6.73,3382
nm1805218,1,134.0,4.90,39
nm1805231,5,140.5,3.70,612
nm1805275,1,85.0,6.20,40
nm1805302,1,80.0,3.80,5
nm1805309,1,,5.00,40
nm1805326,3,140.0,5.90,15239
nm1805344,1,98.0,6.80,170
nm1805350,1,89.0,7.10,610
nm1805364,2,111.0,5.70,60
nm1805401,1,85.0,5.70,27
nm1805430,1,138.0,5.60,809
nm1805444,1,149.0,7.30,12725
nm1806012,1,83.0,4.70,313
nm1806027,3,91.3,6.57,227
nm1806061,1,103.0,8.50,21
nm1806150,1,,4.90,16
nm1806392,3,93.7,6.87,127
nm1806701,1,90.0,5.40,38
nm1806863,2,77.5,7.90,85
nm1806903,1,87.0,5.90,340
nm1806948,1,78.0,1.70,165
nm1807076,1,,5.90,43
nm1807089,1,,6.70,7
nm1807252,1,83.0,6.50,13
nm1807266,1,68.0,5.20,92
nm1807448,1,,7.80,24
nm1807599,3,97.3,7.60,30
nm1807814,1,97.0,7.80,33
nm1807915,1,66.0,6.00,29
nm1808241,1,80.0,4.70,105
nm1808452,1,73.0,7.10,740
nm1808554,2,64.5,6.50,324
nm1808646,1,,9.00,13
nm1808708,1,89.0,5.80,8
nm1808875,1,70.0,8.00,13
nm1809036,1,83.0,3.40,67
nm1809189,1,98.0,6.50,52
nm1809246,3,67.0,7.50,152
nm1809318,1,95.0,7.00,40
nm1809338,1,99.0,4.90,908
nm1809616,2,91.0,3.30,2397
nm1809643,1,95.0,6.60,78
nm1809666,1,,8.30,35
nm1809968,1,105.0,7.20,8
nm1810035,1,105.0,6.20,625
nm1810152,1,107.0,6.50,30
nm1810236,1,64.0,8.90,11
nm1810253,1,,5.60,18
nm1810275,1,55.0,6.20,97
nm1810404,1,92.0,6.70,567
nm1810413,1,86.0,4.70,58
nm1810414,1,74.0,4.80,130
nm1810522,1,95.0,7.00,7
nm1810564,2,93.5,5.25,56
nm1810595,1,91.0,5.20,79
nm1810839,3,86.3,5.40,185
nm1810880,2,60.0,6.20,1736
nm1811104,1,90.0,6.30,35
nm1811127,4,89.0,5.88,4281
nm1811505,2,90.0,8.30,23
nm1811747,1,80.0,4.70,2724
nm1812751,1,,8.30,12
nm1812764,1,92.0,5.00,37
nm1813063,1,97.0,9.60,10
nm1813225,2,84.0,6.65,31
nm1813293,1,121.0,6.10,33
nm1813784,1,95.0,5.30,238
nm1814019,2,77.0,8.75,12
nm1814077,1,94.0,6.70,121
nm1814281,1,94.0,2.60,101
nm1814577,4,89.0,3.48,1475
nm1814595,1,107.0,4.00,12
nm1814634,4,76.7,5.13,70
nm1814636,1,57.0,4.50,13
nm1814874,1,88.0,5.60,343
nm1814880,3,87.3,6.10,1157
nm1814888,1,83.0,5.20,20
nm1815143,1,117.0,7.70,198
nm1815188,3,92.0,5.70,2723
nm1815381,1,80.0,3.30,24
nm1815399,1,73.0,5.50,27
nm1815503,1,77.0,5.70,7
nm1815512,2,81.0,6.75,1206
nm1815518,1,84.0,7.30,464
nm1815707,3,95.7,5.83,1786
nm1815713,2,127.5,6.50,50
nm1815910,2,85.0,5.45,70
nm1815960,1,100.0,4.00,103
nm1816036,1,121.0,4.40,9
nm1816321,1,90.0,2.90,15
nm1816408,3,90.0,5.13,88
nm1816428,1,77.0,6.30,4078
nm1816547,1,79.0,7.40,289
nm1817348,1,71.0,5.50,26
nm1817791,1,112.0,6.30,86
nm1818018,1,68.0,7.00,7
nm1818020,1,94.0,7.00,26
nm1818024,1,76.0,7.60,66
nm1818027,1,,5.90,15
nm1818028,3,111.3,5.23,579
nm1818032,5,93.6,6.84,1026
nm1818042,1,76.0,5.70,624
nm1818043,1,105.0,6.30,89
nm1818050,1,84.0,5.90,5331
